iId,uId,rating,mpip
1498,835,4,3
555,909,4,3
1545,769,3,3
1613,685,2,3
627,708,3,3
1398,477,4,3
807,214,4,4
432,251,4,4
139,512,4,3
1598,467,4,4
1564,171,3,4
1544,878,3,3
219,294,3,4
964,495,4,4
913,533,3,3
813,16,4,4
1671,24,4,4
359,175,4,4
401,843,3,2
432,581,4,3
750,837,3,3
20,349,5,4
957,127,4,3
614,465,3,4
547,475,4,4
1677,278,4,3
1202,489,4,4
332,850,5,3
1193,353,3,4
1473,375,4,4
1187,457,4,3
628,740,3,3
520,165,4,4
1188,585,4,3
461,97,4,4
779,261,4,3
493,74,4,4
1393,62,3,4
1429,905,3,3
1146,933,3,2
985,36,4,4
584,69,4,4
1659,48,4,4
670,609,2,3
1272,314,4,4
1208,602,4,3
793,803,3,3
1249,311,4,4
748,590,4,3
631,834,4,3
354,180,4,4
316,676,4,3
908,937,3,3
1065,778,3,3
958,741,3,3
738,59,4,4
1509,782,3,2
254,505,3,4
1181,463,3,3
1328,480,4,4
481,759,4,3
1497,473,4,4
1381,733,3,3
101,131,4,3
1251,633,3,3
1433,450,4,4
1343,398,4,4
285,631,3,3
1432,253,4,4
652,330,4,3
1421,314,4,4
1365,104,3,3
1594,857,3,3
1602,634,3,3
628,95,3,4
101,568,3,3
418,78,3,4
1483,38,4,4
156,840,4,3
456,10,4,4
1670,344,4,4
557,479,3,4
75,533,3,4
939,585,4,3
207,590,4,3
817,72,4,4
1187,110,3,4
326,40,3,3
1426,799,4,3
2,722,4,3
1464,756,3,3
975,778,3,3
576,158,4,4
1071,470,4,4
883,173,4,3
1601,569,3,3
573,44,4,4
307,777,4,3
721,873,3,3
1242,9,4,4
272,479,4,4
963,177,4,4
1224,627,3,3
1245,162,4,4
1008,803,3,3
1465,375,4,4
908,922,3,3
1417,636,4,3
601,470,4,4
707,898,4,3
1641,319,3,4
657,124,4,4
1500,839,3,3
1182,756,3,3
322,890,4,3
1233,218,4,4
1064,515,3,3
1350,896,3,2
713,204,3,4
1070,171,3,4
1588,146,4,4
858,177,4,4
1184,133,3,4
1051,685,2,3
1455,171,3,4
618,622,3,3
1464,132,4,4
419,178,4,4
530,870,3,3
1034,103,4,4
705,202,3,3
1303,243,4,4
467,451,3,3
386,923,4,3
596,480,4,4
252,803,3,3
1661,588,4,3
1469,101,3,3
409,819,4,3
83,204,3,4
1543,716,4,3
374,205,3,3
547,763,4,3
696,732,4,3
1669,424,3,4
1140,645,4,3
1424,740,3,3
410,320,4,4
813,265,4,4
175,701,4,3
782,381,4,4
953,599,4,3
746,895,4,3
211,110,3,4
1311,461,3,4
1289,219,4,4
488,110,3,4
1575,475,4,4
1029,905,3,3
25,289,3,3
1421,383,4,3
869,793,4,3
714,378,3,4
1515,456,3,4
717,921,3,3
1402,150,4,4
1109,712,4,3
1313,329,3,4
1225,734,4,3
1575,779,4,3
272,582,3,3
457,883,4,3
215,126,4,4
210,589,3,3
33,353,3,4
602,262,3,4
173,613,4,3
1359,27,3,4
854,712,4,3
1388,834,4,3
507,316,3,4
849,786,2,3
1016,293,2,4
1331,819,4,3
448,188,4,4
50,717,4,3
525,291,4,4
1123,922,3,3
513,376,4,4
1013,195,3,4
305,31,4,4
439,679,4,3
653,146,4,4
878,896,3,2
1673,626,2,3
1679,677,4,3
1166,145,3,4
483,530,3,4
1065,644,4,3
678,537,1,2
1605,181,1,3
960,621,4,3
876,851,3,3
1218,62,3,4
642,448,3,4
444,100,3,4
1122,407,3,4
1481,499,4,4
947,433,4,4
917,203,3,4
203,733,3,3
147,720,4,3
699,23,4,4
1681,451,3,3
336,38,4,4
996,245,3,4
174,115,5,4
1098,560,3,4
2,592,4,4
108,515,3,4
43,78,3,4
887,83,3,4
1080,156,4,4
822,142,4,4
413,515,3,4
18,444,4,4
1463,672,3,3
680,876,4,3
1232,329,3,4
740,796,4,3
774,495,4,4
148,28,4,4
345,865,2,3
1109,882,4,3
716,97,4,4
920,17,3,4
1635,428,4,4
86,177,4,4
487,36,4,4
233,691,4,3
1438,915,3,3
1099,12,4,4
657,526,3,3
562,428,4,4
1546,334,4,4
372,279,4,4
1126,757,3,3
693,123,4,4
1017,53,4,4
147,652,3,3
1087,766,3,3
953,680,4,3
1430,487,4,4
871,915,3,3
718,235,4,4
292,34,5,4
649,854,3,3
699,453,3,4
425,594,3,3
1394,55,3,4
304,805,3,3
1455,276,3,4
18,446,3,3
857,167,3,4
501,533,3,3
89,141,3,4
703,47,4,4
655,136,4,3
670,442,3,4
876,940,3,3
1615,648,3,3
970,168,3,4
1231,287,4,3
399,941,4,3
1226,525,3,3
1660,185,4,3
587,281,3,4
806,848,4,3
397,75,3,4
1653,239,4,3
1480,546,4,3
489,889,3,3
261,80,4,4
653,777,4,3
639,213,4,3
1337,246,3,2
237,635,3,3
1554,721,4,3
701,682,3,3
979,633,3,3
1528,929,4,3
1586,939,4,3
674,510,3,3
1143,468,4,4
399,866,3,3
710,69,4,4
311,251,4,4
1104,134,4,4
1114,164,4,3
303,593,4,3
464,270,4,3
1517,807,4,3
1585,601,3,3
1190,810,4,3
632,436,4,4
1016,554,4,3
73,241,3,4
1062,844,4,3
194,930,3,3
1519,862,4,3
117,438,4,3
730,296,4,3
125,81,3,4
1354,133,3,4
5,248,4,4
234,152,4,3
94,537,3,2
642,347,4,4
1084,167,3,4
452,882,4,3
1417,247,4,4
843,295,4,3
896,492,4,4
711,360,4,4
413,612,3,3
1349,690,3,3
1130,832,3,3
642,888,4,3
447,445,2,3
155,254,3,4
9,618,3,3
218,914,3,3
98,376,5,4
433,402,4,4
1447,567,4,3
1126,140,3,4
1095,368,3,4
1549,89,4,3
567,768,3,3
1635,916,3,3
14,720,4,3
1160,571,3,3
1393,803,3,3
309,639,3,2
120,535,4,3
1630,180,4,4
39,232,4,4
1667,332,4,3
478,233,5,3
739,591,4,3
640,881,3,3
348,788,3,3
46,156,4,4
933,23,4,4
977,700,4,3
751,76,4,4
1191,823,4,3
436,317,4,4
556,380,3,4
113,247,4,4
1520,796,4,3
427,563,4,3
479,432,4,4
1385,723,3,3
262,14,4,4
580,937,3,3
1668,220,4,4
311,585,4,3
1184,17,3,4
735,674,4,3
1608,935,4,3
46,204,3,4
1137,505,3,4
215,27,3,4
502,649,4,3
667,902,3,3
822,331,4,4
1531,499,4,4
206,770,4,3
1125,101,3,3
239,246,3,2
1364,464,4,3
210,350,4,3
1124,242,4,3
1650,346,3,4
517,722,4,3
8,865,2,3
1662,619,4,3
200,214,4,4
1661,346,3,4
1338,598,4,3
1346,274,4,3
1043,772,4,3
1397,14,4,4
1458,841,4,3
1249,625,3,3
132,882,5,3
333,495,4,4
1165,579,3,3
818,137,4,3
1474,904,4,3
77,323,4,4
1540,892,4,3
614,497,3,4
1211,515,3,3
1556,527,4,3
756,708,2,3
1207,850,5,3
242,481,4,4
990,648,3,3
163,366,4,3
1441,175,4,4
483,602,4,3
868,743,4,3
1526,288,4,4
305,559,4,3
1486,939,4,3
1028,717,4,3
127,418,3,3
1191,513,4,3
1080,858,3,3
473,316,3,4
1015,940,3,3
834,19,4,4
292,633,3,3
154,242,4,3
695,871,3,3
1394,338,4,3
1623,171,3,4
1161,449,4,4
1068,612,3,3
1351,75,3,4
1163,587,3,3
403,589,3,3
581,247,4,4
79,153,5,3
530,569,3,3
474,504,4,3
1100,336,3,3
1434,448,3,4
937,235,4,4
97,652,3,3
193,644,4,3
1140,731,3,3
1154,900,3,3
845,474,4,3
831,259,4,4
1682,473,4,4
1666,487,4,4
1202,224,3,2
142,726,3,3
645,471,3,4
263,232,4,4
877,940,3,3
1065,904,4,3
173,280,3,4
245,303,3,4
712,798,3,3
1636,296,4,3
54,515,3,3
1277,665,3,3
500,287,4,3
1612,409,4,4
85,887,4,3
1011,531,3,3
974,653,3,2
469,138,4,3
684,791,4,3
1231,845,3,3
661,202,3,3
738,702,2,3
797,748,4,3
5,366,4,3
636,489,4,4
682,706,2,3
29,919,3,3
61,474,3,3
990,76,4,4
1284,271,4,4
826,503,4,3
83,851,3,3
1601,442,3,4
1311,478,3,4
979,671,4,3
214,231,4,4
851,63,3,4
136,693,3,3
1368,885,3,3
968,342,3,4
1059,580,4,3
973,521,3,4
602,198,3,4
381,450,2,4
1460,632,4,3
940,21,3,3
218,233,4,3
486,83,3,4
808,700,4,3
1450,595,3,3
993,596,4,3
152,102,3,3
1277,324,4,3
277,404,3,4
1152,847,3,3
1309,534,4,3
1293,426,4,4
763,252,4,3
1449,1,4,4
268,689,4,3
809,874,4,3
117,887,4,3
1067,235,4,4
1247,583,4,3
772,341,4,4
22,37,5,4
1338,637,2,3
891,398,4,4
582,540,4,3
1039,475,4,4
108,629,4,3
1203,192,4,4
1194,402,4,4
799,391,4,4
402,804,3,3
970,355,4,3
723,605,4,3
1184,311,4,4
1279,904,4,3
351,115,4,4
1597,828,3,3
1070,807,4,3
849,795,3,3
906,680,4,3
451,769,3,3
152,453,3,4
737,734,4,3
797,441,4,4
987,549,4,4
1062,800,4,3
1032,799,4,3
86,58,4,4
1399,788,3,3
1096,124,4,4
1438,556,4,3
53,383,4,3
1111,539,4,4
1019,54,4,4
649,80,4,4
196,646,3,3
1064,453,3,4
1529,437,4,4
863,861,4,3
128,121,4,4
921,570,3,3
802,115,4,4
167,772,4,3
1103,901,4,3
875,49,3,3
653,268,3,2
894,140,3,4
385,33,4,4
1087,400,4,4
664,481,4,4
1543,633,3,3
819,511,4,3
762,498,3,4
489,661,4,3
1216,428,4,4
230,197,4,4
377,434,4,4
324,663,2,3
784,84,4,4
378,328,3,4
647,680,4,3
1438,276,3,4
465,884,4,3
502,644,4,3
761,756,3,3
55,4,4,4
509,762,3,3
74,923,4,3
1118,450,4,4
940,711,4,3
471,374,4,4
594,171,3,4
158,545,4,3
1256,830,4,3
723,492,4,4
1437,456,3,4
1312,607,4,3
700,939,4,3
32,647,4,3
1265,862,4,3
1266,76,4,4
1561,152,4,3
570,226,4,4
384,903,4,3
671,125,3,4
375,589,3,3
101,272,4,3
336,340,4,3
1003,787,3,3
1205,492,4,4
206,848,4,3
1000,613,4,3
1502,290,3,4
267,845,3,3
705,266,3,4
905,87,4,4
830,82,3,4
1605,663,4,3
86,758,4,3
1640,155,3,3
1071,217,3,3
591,257,4,3
22,758,4,3
891,663,4,3
121,151,5,4
3,253,4,4
340,843,3,2
1479,184,4,4
275,768,4,3
637,400,4,4
306,597,4,3
1134,255,3,3
1538,45,4,4
1294,215,4,4
345,613,4,3
1535,532,4,3
920,517,3,3
459,574,4,3
19,512,4,3
534,634,3,3
1402,551,4,4
1054,406,4,4
303,109,3,4
34,784,4,3
536,459,3,4
554,50,4,4
1115,830,4,3
578,646,3,3
21,90,4,3
107,643,4,3
789,421,4,4
209,120,4,4
610,176,4,4
697,941,4,3
1468,383,4,3
163,942,4,3
877,474,4,3
847,485,3,4
1618,798,3,3
1212,475,4,4
200,460,3,4
1140,679,4,3
1069,504,4,4
1635,663,4,3
1363,651,3,3
1403,826,4,3
329,937,3,3
1243,714,4,3
501,293,4,4
228,915,3,3
315,553,4,3
31,614,3,3
1480,935,4,3
382,117,4,4
1233,770,4,3
1386,352,4,4
1374,573,4,3
1571,509,3,3
894,183,3,4
426,491,4,4
1337,519,4,3
288,673,4,3
827,17,3,4
231,236,3,4
1404,805,3,3
872,879,4,3
1204,343,4,4
1092,856,3,3
690,335,4,4
337,445,2,3
168,110,3,4
1353,67,4,4
70,259,4,4
196,450,5,4
1063,183,3,4
1438,670,4,3
1158,262,3,4
1667,415,4,3
44,777,4,3
336,430,4,4
840,897,3,3
77,842,4,3
1583,213,4,3
1207,431,3,4
1376,543,4,3
400,583,4,3
676,213,4,3
517,186,3,4
947,119,4,4
617,642,4,3
414,258,4,4
795,2,4,4
4,416,4,4
838,676,4,3
220,305,3,4
611,577,4,3
1409,653,3,2
844,307,4,4
117,513,5,3
357,245,3,4
894,693,3,3
367,709,4,3
60,597,4,3
1181,922,3,3
1260,935,4,3
1508,435,3,4
94,716,4,3
1268,586,3,3
591,330,4,3
1558,767,4,3
743,762,3,3
519,333,4,4
823,724,2,3
1292,213,4,3
571,815,4,3
1491,663,4,3
235,104,2,3
239,539,3,4
1033,690,3,3
1638,188,4,4
458,380,3,4
220,148,4,3
586,941,4,3
1268,569,3,3
294,782,3,2
1167,275,3,4
151,115,4,4
408,9,4,4
1462,694,4,3
784,907,5,3
166,486,3,4
1600,789,4,3
154,513,4,3
1324,653,3,2
455,185,4,3
367,729,3,3
224,551,4,4
356,193,3,4
1555,668,4,3
1605,560,3,4
322,803,2,3
564,691,4,3
1090,422,3,4
48,565,5,3
1415,56,4,4
950,788,3,3
937,509,3,3
399,139,4,3
1333,873,3,3
1572,619,4,3
1450,395,4,4
761,340,4,3
213,812,4,3
234,887,4,3
1050,21,3,3
501,797,3,3
493,242,4,3
318,492,5,4
1497,58,4,4
1124,327,3,4
133,354,3,4
475,616,4,3
1460,678,3,3
1204,40,3,3
531,839,3,3
99,630,3,3
1494,784,4,3
1387,111,4,4
803,758,4,3
395,51,4,4
358,343,1,4
972,471,3,4
236,927,4,3
1337,603,4,3
1234,72,4,4
949,501,4,4
415,337,4,4
410,587,3,3
555,509,3,3
170,262,3,4
1218,806,4,3
384,259,4,4
1278,493,5,4
1548,870,3,3
553,195,3,4
420,711,5,3
636,772,4,3
1414,330,4,3
1605,643,4,3
1401,759,4,3
700,131,4,3
435,218,4,4
396,906,4,3
1517,205,3,3
987,233,4,3
468,594,3,3
1488,332,4,3
943,313,4,4
168,690,3,3
512,658,4,3
1681,664,4,3
1422,443,3,4
1494,830,4,3
386,875,4,3
1072,610,4,3
160,657,3,3
735,913,4,3
722,177,4,4
1007,454,3,2
87,12,4,4
663,232,4,4
985,376,4,4
883,288,4,4
1506,712,4,3
969,36,4,4
927,785,4,3
1043,423,4,4
445,836,4,3
679,344,4,4
931,359,4,4
1027,828,3,3
1004,699,3,3
211,129,3,3
482,848,4,3
968,499,4,4
1018,922,3,3
1209,841,4,3
1256,923,4,3
607,863,3,3
1149,90,4,3
1465,660,3,2
610,871,3,3
446,630,3,3
679,205,3,3
931,141,3,4
883,328,3,4
779,856,3,3
1325,184,4,4
1097,541,4,3
1663,329,3,4
311,503,4,3
1231,210,4,3
148,933,3,2
1156,137,4,3
996,28,4,4
1300,105,3,4
1351,348,4,4
398,679,4,3
53,869,3,3
793,864,4,3
539,264,4,3
485,722,4,3
1507,323,4,4
625,930,3,3
985,141,4,4
1026,603,4,3
741,918,3,3
1491,205,3,3
1532,303,3,4
1154,136,4,3
1526,932,4,3
253,420,4,3
548,695,3,3
1558,11,3,4
642,181,1,3
716,337,4,4
1604,505,3,4
106,697,4,3
1211,167,3,4
759,22,3,4
195,630,4,3
706,387,3,4
794,159,3,4
299,814,3,3
371,848,4,3
766,13,4,4
989,131,4,3
1501,186,3,4
153,437,5,4
1086,253,4,4
847,36,4,4
957,740,3,3
173,860,3,3
1195,303,3,4
1076,597,4,3
1586,42,4,4
349,427,5,3
896,421,4,4
1384,710,4,3
1243,516,4,3
677,732,4,3
1553,624,4,3
170,243,4,4
1160,580,4,3
743,636,4,3
134,916,5,3
1654,367,4,3
226,505,3,4
1576,89,4,3
992,761,3,3
1215,269,3,4
246,244,5,4
1493,511,4,3
1667,724,2,3
676,543,4,3
1520,621,4,3
875,42,4,4
1425,566,3,3
1193,434,4,4
1091,759,4,3
647,828,3,3
597,280,4,4
1208,387,3,4
1118,337,4,4
656,761,3,3
178,672,3,3
1305,690,3,3
5,573,4,3
1552,195,3,4
234,177,4,4
1336,21,3,3
499,884,4,3
515,498,4,4
1079,369,4,3
571,320,4,4
762,118,5,3
710,436,4,4
1119,826,4,3
262,831,4,3
1534,616,4,3
132,814,3,3
484,177,4,4
1455,890,4,3
890,101,3,3
847,245,3,4
1106,178,4,4
138,841,4,3
37,123,4,4
81,122,4,4
218,126,4,4
616,141,3,4
543,900,3,3
866,521,3,4
804,281,3,4
1175,127,4,3
1370,915,3,3
193,791,4,3
967,432,4,4
679,97,4,4
944,903,4,3
894,883,4,3
504,305,3,4
896,139,4,3
1148,605,4,3
588,272,4,3
1335,273,4,4
816,210,4,3
909,267,4,4
1289,819,4,3
100,577,4,3
14,342,5,4
30,476,3,4
1129,778,3,3
230,97,4,4
1344,936,5,3
1437,614,3,3
920,927,4,3
535,309,4,4
1455,718,4,3
1611,678,3,3
1654,200,4,3
184,386,4,4
866,729,3,3
803,398,4,4
768,370,4,4
1290,502,3,4
1568,224,3,3
1052,341,4,4
374,581,4,3
558,720,4,3
1023,348,4,4
874,410,3,4
1063,731,3,3
544,620,4,3
183,352,5,4
1264,268,3,2
1382,189,4,4
645,190,3,4
1678,785,4,3
1171,271,4,4
703,293,3,4
392,154,4,4
756,88,4,4
839,320,4,4
1433,764,4,3
1443,596,4,3
1451,559,4,3
1259,786,4,3
1619,662,4,3
444,908,4,3
503,452,3,4
1328,510,3,3
1401,887,4,3
1660,449,4,4
767,695,3,3
1258,180,4,4
510,536,4,4
277,812,4,3
1017,915,3,3
1232,800,4,3
1245,128,4,4
1099,85,4,4
613,580,4,3
1121,374,3,4
1121,774,2,3
61,608,5,3
1320,783,4,3
408,221,4,4
900,840,4,3
1136,378,3,4
21,496,3,3
389,164,4,3
1391,437,4,4
1516,36,4,4
204,574,4,3
646,696,4,3
387,171,3,4
863,443,3,4
1313,616,4,3
438,74,4,4
1355,655,3,3
691,644,4,3
174,405,5,2
1048,943,3,3
1157,728,4,3
491,820,3,3
1429,795,3,3
1191,640,4,3
1012,400,4,4
1411,818,3,3
1107,388,4,3
1589,26,3,3
504,912,4,3
1593,48,4,4
300,537,1,2
755,103,4,4
665,690,3,3
767,81,3,4
542,660,2,2
993,808,4,3
299,608,4,4
507,512,4,3
825,131,4,3
399,813,3,3
1596,897,4,3
1222,512,4,3
624,7,4,4
941,117,4,4
496,658,4,3
920,501,4,4
1575,582,3,3
247,690,3,3
251,567,4,3
884,598,4,3
1621,575,3,3
1252,429,3,4
154,841,4,3
1234,763,4,3
127,373,2,4
385,682,3,3
1253,704,4,3
929,88,4,4
159,942,4,3
1472,64,4,4
777,652,3,3
1594,114,4,4
890,94,4,4
1477,601,3,3
404,729,3,3
271,331,4,4
83,107,3,4
1377,377,4,4
1068,877,4,3
1261,291,4,4
652,564,3,3
1348,112,4,4
961,832,3,3
77,242,4,3
1062,291,4,4
1643,708,3,3
608,641,4,3
1186,762,3,3
1486,61,3,3
323,768,3,3
1568,452,3,4
1025,420,4,3
1634,37,4,4
392,595,3,3
979,711,4,3
761,809,3,3
151,351,4,3
106,521,3,4
1544,572,3,3
720,441,4,4
901,893,3,3
559,334,4,4
1142,774,2,3
646,470,4,4
327,120,4,4
376,737,4,3
1447,850,5,3
490,925,3,3
885,833,3,3
535,790,3,3
1405,287,4,3
289,112,5,4
585,216,4,4
1305,72,4,4
1662,841,4,3
377,470,4,4
371,786,4,3
714,41,4,4
1016,643,3,3
645,706,3,3
1678,157,4,4
829,813,3,3
952,143,4,4
583,475,4,4
862,144,4,4
1380,533,3,3
1286,443,3,4
1539,821,4,3
1581,262,3,4
140,279,3,4
1030,419,4,3
1363,587,3,3
19,469,5,3
1334,178,4,4
1538,590,4,3
1278,808,4,3
508,735,3,3
1074,120,4,4
1390,21,3,3
1327,782,3,2
862,686,5,3
1412,842,4,3
623,755,3,3
182,881,3,3
679,8,4,4
1598,232,4,4
401,793,4,3
982,925,3,3
1579,526,3,3
1676,149,3,3
846,109,3,4
1073,893,3,3
683,113,4,4
454,772,4,3
654,669,5,3
105,178,4,4
1151,275,3,4
1445,681,3,3
1551,420,4,3
710,341,4,4
47,443,3,4
1221,437,4,4
1226,10,4,4
552,79,4,4
612,527,4,3
1190,220,4,4
704,415,4,3
570,201,3,4
147,383,4,3
235,943,3,3
381,333,4,4
653,480,4,4
446,851,3,3
1286,702,2,3
1287,464,4,3
808,763,4,3
1629,662,4,3
607,599,4,3
307,430,4,4
1580,758,4,3
1677,224,3,3
36,138,4,3
230,134,4,4
1021,628,5,3
449,589,3,3
290,614,3,3
76,404,3,4
1323,830,4,3
313,851,4,3
36,816,4,3
381,545,4,3
690,828,3,3
1122,884,4,3
960,796,4,3
628,730,3,3
395,5,2,3
957,334,4,4
410,681,3,3
911,211,3,4
732,2,4,4
283,652,3,3
1156,555,4,3
97,220,4,4
455,603,4,3
834,647,4,3
103,617,3,3
1441,845,3,3
298,14,4,4
1424,8,4,4
85,108,4,4
933,452,3,4
953,819,4,3
1146,478,3,4
579,791,4,3
923,246,3,3
554,377,4,4
386,871,3,3
711,712,4,3
37,739,4,3
864,457,4,3
1340,484,4,4
1214,579,3,3
1213,100,3,4
538,659,4,3
1213,134,4,4
1279,12,4,4
1453,601,3,3
399,288,4,4
1550,762,3,3
322,39,4,4
1634,462,4,3
1429,934,4,3
692,701,4,3
418,383,4,3
1347,728,4,3
173,729,3,3
401,33,4,4
235,634,3,3
201,21,5,3
1632,512,4,3
1352,133,3,4
915,894,4,3
1330,507,5,3
1409,705,4,3
1040,784,4,3
1431,436,4,4
632,774,2,3
1493,780,4,3
859,57,4,4
513,334,4,4
690,730,3,3
163,589,3,3
763,812,4,3
511,136,4,3
1217,288,4,4
1097,606,4,3
757,765,4,3
319,359,4,4
1525,323,4,4
1360,895,4,3
1278,334,4,4
1519,149,3,3
480,831,4,3
1336,398,4,4
466,377,4,4
1096,424,3,4
694,82,3,4
154,284,4,4
897,760,3,3
1258,646,3,3
874,576,4,3
330,135,3,4
465,417,4,4
784,806,4,3
38,629,4,3
341,509,3,3
56,374,5,4
201,785,4,3
651,143,4,4
562,426,4,4
885,338,4,3
1423,587,3,3
385,440,4,3
217,714,4,3
1223,661,4,3
1441,891,4,3
836,472,4,3
658,500,3,4
786,690,3,3
1514,818,3,3
494,330,4,3
60,889,3,3
50,385,1,4
168,524,3,4
232,775,4,3
132,505,5,4
1610,913,4,3
1130,695,3,3
256,840,4,3
503,161,3,3
1344,536,4,4
312,485,3,4
402,161,3,3
1357,52,4,4
507,503,4,3
1671,159,3,4
366,526,3,3
907,586,3,3
676,522,4,3
608,113,4,4
379,812,4,3
265,386,4,4
266,400,4,4
997,458,4,4
1012,74,4,4
27,163,3,4
83,118,5,3
156,219,4,4
548,242,4,3
1617,415,4,3
231,422,3,4
5,397,4,4
313,265,4,4
384,222,3,4
17,520,3,3
1547,430,4,4
968,896,3,2
176,178,4,4
1177,683,3,3
768,92,3,4
1138,821,4,3
263,259,4,4
451,849,5,3
363,535,4,3
1014,444,4,4
722,471,3,4
784,16,4,4
212,749,4,3
791,51,4,4
518,571,3,3
1346,857,3,3
1161,274,4,3
1209,284,4,4
532,889,3,3
1050,717,4,3
1616,125,3,4
235,291,2,4
317,532,4,3
613,269,3,4
896,713,3,3
1032,648,3,3
767,347,4,4
1027,102,3,3
346,867,4,3
50,254,5,4
806,367,4,3
622,129,3,3
834,903,4,3
1460,337,4,4
175,198,3,4
1334,450,4,4
1443,399,3,2
763,210,2,3
374,632,4,3
489,651,3,3
1359,248,4,4
1265,920,3,3
384,20,3,4
259,682,3,3
933,200,4,3
369,907,5,3
554,217,3,3
459,441,4,4
422,689,4,3
225,745,3,3
1,127,4,3
1632,677,4,3
514,865,2,3
1072,655,3,3
642,913,4,3
1591,531,3,3
190,87,4,4
1378,85,4,4
995,451,1,3
814,441,4,4
735,774,2,3
1202,448,3,4
249,337,4,4
537,613,4,3
193,150,4,4
1532,688,5,3
460,294,3,4
519,306,4,4
1140,376,4,4
133,752,3,3
648,621,4,3
702,807,4,3
352,188,4,4
114,115,4,4
641,613,4,3
362,5,3,3
135,399,3,2
367,525,3,3
165,159,3,4
864,92,3,4
451,45,4,4
262,224,3,3
1639,211,3,4
367,797,3,3
1285,868,2,2
145,627,3,3
1288,1,4,4
1245,692,3,3
1679,673,4,3
195,572,3,3
476,513,4,3
84,807,4,3
579,264,4,3
1095,340,4,3
1195,656,3,3
714,900,3,3
1535,431,3,4
425,754,3,3
236,555,5,3
159,18,4,4
149,910,3,3
745,567,4,3
954,270,4,3
539,244,4,4
590,814,2,3
874,911,4,3
358,453,3,4
564,803,3,3
429,780,4,3
683,854,3,3
1079,888,4,3
716,711,5,3
1428,667,4,3
977,681,3,3
852,414,4,4
1613,782,3,2
371,468,4,4
1146,566,3,3
928,874,4,3
1152,872,3,3
1070,476,3,4
1138,662,4,3
677,67,4,4
1563,126,4,4
115,698,3,3
1356,844,4,3
1497,586,3,3
1150,197,3,4
1217,473,4,4
146,603,4,3
539,332,4,3
984,394,4,4
136,929,3,3
1337,406,4,4
409,565,5,3
1487,269,3,4
850,868,3,2
403,796,4,3
119,673,4,3
777,888,4,3
1277,425,3,2
177,791,4,3
904,662,4,3
538,803,4,3
767,875,4,3
966,197,3,4
706,468,4,4
1167,714,4,3
871,855,3,3
1294,635,3,3
1488,593,4,3
1097,927,4,3
25,361,4,4
170,405,1,2
456,506,4,4
632,205,3,3
1365,624,4,3
284,601,4,3
262,340,4,3
612,501,4,4
344,203,3,4
535,631,3,3
523,53,4,4
1365,178,4,4
383,706,3,3
356,194,2,2
1593,803,3,3
213,77,4,4
1149,180,4,4
721,938,3,3
1655,68,3,4
733,391,4,4
637,255,3,3
519,726,3,3
390,141,3,4
842,434,4,4
594,141,3,4
261,699,3,3
1643,485,3,4
39,592,4,3
1160,700,4,3
1201,60,4,4
794,649,4,3
541,703,4,3
1481,818,3,3
33,74,4,4
863,229,3,3
1298,599,4,3
343,756,3,3
1326,664,4,3
156,907,5,3
555,553,4,3
325,939,4,3
195,305,3,4
760,667,4,3
114,303,3,4
106,328,3,4
918,408,4,4
1560,413,4,4
540,542,3,4
995,943,3,3
888,85,4,4
1215,503,4,3
249,394,4,4
1245,116,3,4
122,219,4,4
1503,45,4,4
1174,854,3,3
1373,796,4,3
157,807,4,3
221,548,4,3
66,371,4,3
73,889,3,3
808,86,4,4
272,922,3,3
96,737,2,3
1105,89,4,3
66,468,4,4
1196,716,4,3
1212,796,4,3
625,883,4,3
936,442,3,4
898,365,3,4
1534,560,3,3
1269,403,4,4
1161,457,4,3
695,840,4,3
1049,158,4,4
1479,99,4,4
1099,662,4,3
509,14,5,4
1150,221,4,4
342,143,4,4
737,863,3,3
556,422,3,4
309,675,4,3
872,507,5,3
944,361,4,4
1046,253,4,4
171,382,3,4
335,460,3,4
1094,876,4,3
1020,82,3,4
941,435,3,4
314,384,4,3
543,493,4,4
16,404,3,4
1234,491,4,4
296,62,3,4
588,935,4,3
1646,444,4,4
69,353,3,4
823,101,3,3
813,1,4,4
580,445,2,3
469,81,3,4
964,117,4,4
746,457,4,3
33,829,4,3
1203,386,4,4
568,5,3,3
119,362,3,4
322,415,4,3
506,368,3,4
1633,434,4,4
1593,249,4,3
991,646,3,3
565,869,3,3
756,829,4,3
1392,594,3,3
700,628,5,3
473,654,2,3
1395,577,4,3
600,9,4,4
935,143,4,4
469,444,4,4
1024,611,4,3
669,712,4,3
1342,907,5,3
1196,372,4,3
1431,616,4,3
87,262,3,4
480,355,4,3
1181,501,4,4
1393,164,4,3
733,403,4,4
1252,587,3,3
1389,267,4,4
1554,670,4,3
793,185,4,3
777,880,3,3
1055,644,4,3
1492,824,3,3
634,8,4,4
1578,678,3,3
232,277,4,4
1266,756,3,3
151,603,4,3
1089,273,4,4
1201,41,4,4
924,650,3,3
1447,697,4,3
562,880,3,3
656,829,4,3
810,440,4,3
1432,198,3,4
1391,915,3,3
1475,21,3,3
1357,319,3,4
669,207,3,4
787,464,4,3
1055,321,4,4
184,377,4,4
1091,791,4,3
443,714,4,3
424,588,4,3
141,521,3,4
198,285,5,4
1188,272,4,3
1267,821,4,3
523,637,2,3
1506,607,4,3
95,732,4,3
1106,420,4,3
1336,18,4,4
942,220,4,4
